origin_code;year;month;day;hour;temp;dewp;humid;wind_dir;wind_speed;wind_gust;precip;pressure;visib;time_hour
EWR;2013;1;5;7;32.0;19.04;58.37;250.0;9.20624;0.0;0.0;1023.0;10.0;2013-01-05T12:00:00Z
EWR;2013;1;5;8;35.06;19.94;53.66;240.0;9.20624;20.71404;0.0;1024.5;10.0;2013-01-05T13:00:00Z
EWR;2013;1;5;9;37.94;21.02;50.14;270.0;10.35702;0.0;0.0;1024.8;10.0;2013-01-05T14:00:00Z
EWR;2013;1;5;10;41.0;21.02;44.51;310.0;10.35702;21.86482;0.0;1024.9;10.0;2013-01-05T15:00:00Z
EWR;2013;1;5;11;42.08;19.94;40.77;320.0;14.960139999999999;26.46794;0.0;1024.6;10.0;2013-01-05T16:00:00Z
EWR;2013;1;5;12;42.98;19.94;39.38;310.0;13.809359999999998;0.0;0.0;1023.9;10.0;2013-01-05T17:00:00Z
EWR;2013;1;5;13;44.06;19.94;37.79;290.0;11.5078;19.56326;0.0;1023.6;10.0;2013-01-05T18:00:00Z
EWR;2013;1;5;14;44.06;19.94;37.79;310.0;9.20624;16.11092;0.0;1024.0;10.0;2013-01-05T19:00:00Z
EWR;2013;1;5;15;42.98;19.04;37.9;310.0;8.05546;0.0;0.0;1024.1;10.0;2013-01-05T20:00:00Z
EWR;2013;1;5;16;41.0;19.94;42.51;310.0;4.60312;0.0;0.0;1024.0;10.0;2013-01-05T21:00:00Z
EWR;2013;1;5;17;39.92;19.94;44.33;280.0;4.60312;0.0;0.0;1024.7;10.0;2013-01-05T22:00:00Z
EWR;2013;1;5;18;39.02;21.92;49.93;240.0;8.05546;0.0;0.0;1025.0;10.0;2013-01-05T23:00:00Z
EWR;2013;1;5;19;35.96;21.92;56.32;240.0;6.904679999999999;0.0;0.0;1024.8;10.0;2013-01-06T00:00:00Z
EWR;2013;1;5;20;33.98;21.92;60.93;240.0;4.60312;0.0;0.0;1024.2;10.0;2013-01-06T01:00:00Z
EWR;2013;1;5;21;33.08;23.0;66.11;220.0;4.60312;0.0;0.0;1024.1;10.0;2013-01-06T02:00:00Z
EWR;2013;1;5;22;33.08;23.0;66.11;210.0;4.60312;0.0;0.0;1023.3;10.0;2013-01-06T03:00:00Z
EWR;2013;1;5;23;32.0;23.0;69.04;210.0;4.60312;0.0;0.0;1022.8;10.0;2013-01-06T04:00:00Z
EWR;2013;1;6;0;33.98;23.0;63.77;210.0;5.7539;0.0;0.0;1023.3;10.0;2013-01-06T05:00:00Z
EWR;2013;1;6;1;33.98;23.0;63.77;230.0;9.20624;0.0;0.0;1023.4;10.0;2013-01-06T06:00:00Z
EWR;2013;1;6;2;33.98;23.0;63.77;200.0;4.60312;0.0;0.0;1022.5;10.0;2013-01-06T07:00:00Z
EWR;2013;1;6;3;33.98;24.08;66.72;200.0;5.7539;0.0;0.0;1021.7;10.0;2013-01-06T08:00:00Z
EWR;2013;1;6;4;33.08;28.04;81.5;200.0;8.05546;0.0;0.0;1020.5;10.0;2013-01-06T09:00:00Z
EWR;2013;1;6;5;33.8;30.2;88.37;210.0;5.7539;0.0;0.0;;6.0;2013-01-06T10:00:00Z
EWR;2013;1;6;6;33.98;30.92;88.42;210.0;5.7539;0.0;0.0;1020.3;6.0;2013-01-06T11:00:00Z
EWR;2013;1;6;7;35.06;32.0;93.03;230.0;9.20624;0.0;0.0;;6.0;2013-01-06T12:00:00Z
EWR;2013;1;6;8;35.96;32.0;86.59;240.0;8.05546;0.0;0.0;;6.0;2013-01-06T13:00:00Z
EWR;2013;1;6;9;37.4;32.0;86.59;230.0;11.5078;0.0;0.0;;8.0;2013-01-06T14:00:00Z
EWR;2013;1;6;10;39.92;30.92;74.98;250.0;11.5078;0.0;0.0;;9.0;2013-01-06T15:00:00Z
EWR;2013;1;6;11;42.98;30.02;59.93;240.0;10.35702;0.0;0.0;1017.4;10.0;2013-01-06T16:00:00Z
EWR;2013;1;6;12;46.04;28.94;51.03;250.0;10.35702;0.0;0.0;1016.3;10.0;2013-01-06T17:00:00Z
EWR;2013;1;6;13;46.94;26.96;45.48;240.0;13.809359999999998;19.56326;0.0;1015.5;10.0;2013-01-06T18:00:00Z
EWR;2013;1;6;14;48.02;24.98;40.22;250.0;14.960139999999999;18.41248;0.0;1015.1;10.0;2013-01-06T19:00:00Z
EWR;2013;1;6;15;46.94;24.08;40.35;260.0;11.5078;0.0;0.0;1015.0;10.0;2013-01-06T20:00:00Z
EWR;2013;1;6;16;44.96;26.06;47.23;260.0;6.904679999999999;0.0;0.0;1015.5;10.0;2013-01-06T21:00:00Z
EWR;2013;1;6;17;44.06;26.06;48.87;270.0;8.05546;0.0;0.0;1016.0;10.0;2013-01-06T22:00:00Z
EWR;2013;1;6;18;44.06;24.98;46.73;250.0;10.35702;0.0;0.0;1016.5;10.0;2013-01-06T23:00:00Z
EWR;2013;1;6;19;42.98;24.98;48.7;260.0;10.35702;0.0;0.0;1016.6;10.0;2013-01-07T00:00:00Z
EWR;2013;1;6;20;42.98;26.06;50.94;270.0;10.35702;0.0;0.0;1016.5;10.0;2013-01-07T01:00:00Z
EWR;2013;1;6;21;42.08;26.06;52.73;270.0;10.35702;0.0;0.0;1016.7;10.0;2013-01-07T02:00:00Z
EWR;2013;1;6;22;41.0;26.96;57.06;270.0;6.904679999999999;0.0;0.0;1017.2;10.0;2013-01-07T03:00:00Z
EWR;2013;1;6;23;39.92;26.96;59.5;270.0;9.20624;0.0;0.0;1017.6;10.0;2013-01-07T04:00:00Z
EWR;2013;1;7;0;39.92;26.96;59.5;260.0;8.05546;0.0;0.0;1018.1;10.0;2013-01-07T05:00:00Z
EWR;2013;1;7;1;37.94;26.96;64.29;270.0;8.05546;0.0;0.0;1018.7;10.0;2013-01-07T06:00:00Z
EWR;2013;1;7;2;35.96;26.96;69.51;280.0;6.904679999999999;0.0;0.0;1019.3;10.0;2013-01-07T07:00:00Z
EWR;2013;1;7;3;37.04;28.04;69.63;260.0;6.904679999999999;0.0;0.0;1019.8;10.0;2013-01-07T08:00:00Z
EWR;2013;1;7;4;35.96;28.04;72.66;280.0;9.20624;0.0;0.0;1020.6;10.0;2013-01-07T09:00:00Z
EWR;2013;1;7;5;35.06;26.96;72.03;290.0;4.60312;0.0;0.0;1021.7;10.0;2013-01-07T10:00:00Z
EWR;2013;1;7;6;35.96;28.04;72.66;270.0;6.904679999999999;0.0;0.0;1023.1;10.0;2013-01-07T11:00:00Z
EWR;2013;1;7;7;37.94;28.94;69.73;250.0;8.05546;0.0;0.0;1024.1;10.0;2013-01-07T12:00:00Z
EWR;2013;1;7;8;39.92;28.94;64.54;280.0;5.7539;0.0;0.0;1025.1;10.0;2013-01-07T13:00:00Z
EWR;2013;1;7;9;44.06;26.96;50.73;300.0;13.809359999999998;23.0156;0.0;1025.9;10.0;2013-01-07T14:00:00Z
EWR;2013;1;7;10;44.96;24.08;43.49;320.0;14.960139999999999;21.86482;0.0;1026.5;10.0;2013-01-07T15:00:00Z
EWR;2013;1;7;11;46.04;23.0;39.9;300.0;11.5078;20.71404;0.0;1026.6;10.0;2013-01-07T16:00:00Z
EWR;2013;1;7;12;46.94;21.92;36.85;300.0;14.960139999999999;24.16638;0.0;1026.9;10.0;2013-01-07T17:00:00Z
EWR;2013;1;7;13;46.04;19.94;35.05;360.0;11.5078;0.0;0.0;1027.1;10.0;2013-01-07T18:00:00Z
EWR;2013;1;7;14;46.94;19.94;33.88;290.0;11.5078;20.71404;0.0;1027.6;10.0;2013-01-07T19:00:00Z
EWR;2013;1;7;15;44.96;17.96;33.55;320.0;8.05546;0.0;0.0;1028.4;10.0;2013-01-07T20:00:00Z
EWR;2013;1;7;16;42.98;17.96;36.18;330.0;6.904679999999999;0.0;0.0;1028.8;10.0;2013-01-07T21:00:00Z
EWR;2013;1;7;17;42.08;17.96;37.46;320.0;3.4523399999999995;0.0;0.0;1029.1;10.0;2013-01-07T22:00:00Z
EWR;2013;1;7;18;41.0;19.04;40.9;310.0;4.60312;0.0;0.0;1029.3;10.0;2013-01-07T23:00:00Z
EWR;2013;1;7;19;39.92;21.02;46.41;0.0;0.0;0.0;0.0;1029.3;10.0;2013-01-08T00:00:00Z
EWR;2013;1;7;20;39.92;21.02;46.41;0.0;0.0;0.0;0.0;1029.1;10.0;2013-01-08T01:00:00Z
EWR;2013;1;7;21;37.04;24.08;59.09;0.0;0.0;0.0;0.0;1028.9;10.0;2013-01-08T02:00:00Z
EWR;2013;1;7;22;35.96;23.0;58.94;230.0;3.4523399999999995;0.0;0.0;1029.3;10.0;2013-01-08T03:00:00Z
EWR;2013;1;7;23;32.0;23.0;69.04;210.0;6.904679999999999;0.0;0.0;1029.2;10.0;2013-01-08T04:00:00Z
EWR;2013;1;8;0;32.0;23.0;69.04;210.0;3.4523399999999995;0.0;0.0;1029.2;10.0;2013-01-08T05:00:00Z
EWR;2013;1;8;1;32.0;24.08;72.24;210.0;6.904679999999999;0.0;0.0;1029.0;10.0;2013-01-08T06:00:00Z
EWR;2013;1;8;2;32.0;24.98;75.0;190.0;3.4523399999999995;0.0;0.0;1028.7;10.0;2013-01-08T07:00:00Z
EWR;2013;1;8;3;30.92;26.06;81.95;190.0;4.60312;0.0;0.0;1028.2;10.0;2013-01-08T08:00:00Z
EWR;2013;1;8;4;30.02;24.98;81.27;240.0;4.60312;0.0;0.0;1028.6;10.0;2013-01-08T09:00:00Z
EWR;2013;1;8;5;28.94;24.08;81.8;210.0;4.60312;0.0;0.0;1028.9;10.0;2013-01-08T10:00:00Z
EWR;2013;1;8;6;30.92;24.98;78.35;0.0;0.0;0.0;0.0;1029.2;9.0;2013-01-08T11:00:00Z
EWR;2013;1;8;7;30.02;24.98;81.27;210.0;5.7539;0.0;0.0;1030.0;8.0;2013-01-08T12:00:00Z
EWR;2013;1;8;8;35.06;26.96;72.03;240.0;6.904679999999999;0.0;0.0;1030.5;9.0;2013-01-08T13:00:00Z
EWR;2013;1;8;9;39.02;28.94;66.85;230.0;9.20624;0.0;0.0;1030.3;9.0;2013-01-08T14:00:00Z
EWR;2013;1;8;10;44.06;28.94;55.02;220.0;13.809359999999998;0.0;0.0;1029.7;9.0;2013-01-08T15:00:00Z
EWR;2013;1;8;11;46.04;30.02;53.33;230.0;10.35702;0.0;0.0;1028.2;10.0;2013-01-08T16:00:00Z
EWR;2013;1;8;12;46.94;30.02;51.55;230.0;14.960139999999999;25.31716;0.0;1027.9;10.0;2013-01-08T17:00:00Z
EWR;2013;1;8;13;48.92;30.02;47.86;240.0;11.5078;0.0;0.0;1027.6;10.0;2013-01-08T18:00:00Z
EWR;2013;1;8;14;48.92;30.02;47.86;220.0;11.5078;0.0;0.0;1027.9;10.0;2013-01-08T19:00:00Z
EWR;2013;1;8;15;48.92;28.04;44.14;240.0;11.5078;0.0;0.0;1027.7;10.0;2013-01-08T20:00:00Z
EWR;2013;1;8;16;46.04;28.04;49.19;230.0;10.35702;0.0;0.0;1027.8;10.0;2013-01-08T21:00:00Z
EWR;2013;1;8;17;44.06;28.94;55.02;220.0;6.904679999999999;0.0;0.0;1028.1;10.0;2013-01-08T22:00:00Z
EWR;2013;1;8;18;39.92;30.92;69.96;220.0;8.05546;0.0;0.0;1028.7;10.0;2013-01-08T23:00:00Z
EWR;2013;1;8;19;39.92;30.92;69.96;200.0;5.7539;0.0;0.0;1028.7;10.0;2013-01-09T00:00:00Z
EWR;2013;1;8;20;39.02;30.02;69.86;210.0;5.7539;0.0;0.0;1028.6;10.0;2013-01-09T01:00:00Z
EWR;2013;1;8;21;37.94;28.94;69.73;210.0;3.4523399999999995;0.0;0.0;1028.6;10.0;2013-01-09T02:00:00Z
EWR;2013;1;8;22;37.94;28.94;69.73;210.0;4.60312;0.0;0.0;1029.3;10.0;2013-01-09T03:00:00Z
EWR;2013;1;8;23;37.04;28.94;72.24;230.0;4.60312;0.0;0.0;1029.2;10.0;2013-01-09T04:00:00Z
EWR;2013;1;9;0;35.96;28.94;75.39;0.0;0.0;0.0;0.0;1029.1;10.0;2013-01-09T05:00:00Z
EWR;2013;1;9;1;33.98;28.94;81.57;0.0;0.0;0.0;0.0;1028.7;10.0;2013-01-09T06:00:00Z
EWR;2013;1;9;2;35.06;28.94;78.13;0.0;0.0;0.0;0.0;1028.5;10.0;2013-01-09T07:00:00Z
EWR;2013;1;9;3;35.96;30.02;78.79;0.0;0.0;0.0;0.0;1028.4;10.0;2013-01-09T08:00:00Z
EWR;2013;1;9;4;35.96;28.94;75.39;0.0;0.0;0.0;0.0;1028.2;10.0;2013-01-09T09:00:00Z
EWR;2013;1;9;5;35.06;28.94;78.13;0.0;0.0;0.0;0.0;1028.0;9.0;2013-01-09T10:00:00Z
EWR;2013;1;9;6;35.06;28.94;78.13;0.0;0.0;0.0;0.0;1028.4;9.0;2013-01-09T11:00:00Z
EWR;2013;1;9;7;33.98;30.02;85.24;260.0;4.60312;0.0;0.0;1029.0;6.0;2013-01-09T12:00:00Z
EWR;2013;1;9;8;37.04;30.92;78.31;0.0;0.0;0.0;0.0;1028.7;7.0;2013-01-09T13:00:00Z
EWR;2013;1;9;9;42.08;32.0;67.22;0.0;0.0;0.0;0.0;1028.3;7.0;2013-01-09T14:00:00Z
EWR;2013;1;9;10;44.06;33.08;65.07;170.0;3.4523399999999995;0.0;0.0;1026.4;7.0;2013-01-09T15:00:00Z
EWR;2013;1;9;11;46.94;33.98;60.47;230.0;5.7539;0.0;0.0;1025.9;7.0;2013-01-09T16:00:00Z
EWR;2013;1;9;12;46.04;33.98;62.56;200.0;9.20624;0.0;0.0;1024.1;9.0;2013-01-09T17:00:00Z
EWR;2013;1;9;13;46.94;33.98;60.47;270.0;8.05546;0.0;0.0;1024.7;9.0;2013-01-09T18:00:00Z
EWR;2013;1;9;14;46.94;35.06;63.13;180.0;8.05546;0.0;0.0;1021.1;8.0;2013-01-09T19:00:00Z
EWR;2013;1;9;15;48.92;37.04;63.39;210.0;13.809359999999998;20.71404;0.0;1020.7;9.0;2013-01-09T20:00:00Z
EWR;2013;1;9;16;50.0;37.04;60.89;240.0;11.5078;20.71404;0.0;1021.0;10.0;2013-01-09T21:00:00Z
